onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
23.336	1257.325	5835	show_cross	fixate	+	1	5	nonWM
28.5831909926	305.725	7147	show_letter	to_ignore	H	1	5	gH
30.0239885193	305.95	7507	show_letter	to_remember	T	1	5	T
31.4657860443	305.95	7867	show_letter	to_remember	X	1	5	X
32.9075835693	305.7	8228	show_letter	to_remember	V	1	5	V
34.348381096	305.95	8588	show_letter	to_ignore	F	1	5	gF
35.7901786209	305.95	8949	show_letter	to_remember	K	1	5	K
37.2320761458	305.925	9309	show_letter	to_ignore	C	1	5	gC
38.6736736711	305.7	9669	show_letter	to_remember	G	1	5	G
40.1144711978	532.175	10030	show_dash	work_memory	-	1	5	WM
42.4611671694	305.95	10616	show_letter	probe_target	X	1	5	rX
43.9837645557	0.0	10997	right_click	remembered_correct	n/a	1	5	1
44.3838638689	0.0	11097	sound_beep	feedback_correct	n/a	1	5	correct
50.180053919	0.0	12546	right_click	indicate_ready	n/a	1	5	1
50.2049538763	1257.3	12552	show_cross	fixate	+	2	7	nonWM
55.4521448689	305.7	13864	show_letter	to_remember	B	2	7	B
56.8929423956	305.95	14224	show_letter	to_remember	N	2	7	N
58.3347399206	305.95	14585	show_letter	to_remember	R	2	7	R
59.7764374457	305.975	14945	show_letter	to_remember	G	2	7	G
61.2172349724	305.95	15305	show_letter	to_remember	Y	2	7	Y
62.6590324974	305.95	15666	show_letter	to_remember	Z	2	7	Z
64.1008300224	305.95	16026	show_letter	to_remember	M	2	7	M
65.5426275474	305.7	16387	show_letter	to_ignore	X	2	7	gX
66.9834250741	586.65	16747	show_dash	work_memory	-	2	7	WM
69.5480206717	251.45	17388	show_letter	probe_target	Z	2	7	rZ
70.5353189769	0.0	17635	right_click	remembered_correct	n/a	2	7	1
70.93541829	0.0	17735	sound_beep	feedback_correct	n/a	2	7	correct
76.0461095169	0.0	19013	right_click	indicate_ready	n/a	2	7	1
76.0690094776	1257.075	19018	show_cross	fixate	+	3	3	nonWM
81.3152004719	305.95	20330	show_letter	to_ignore	N	3	3	gN
82.7559979986	305.95	20690	show_letter	to_ignore	B	3	3	gB
84.1977955236	305.95	21050	show_letter	to_remember	T	3	3	T
85.6395930486	305.95	21411	show_letter	to_remember	S	3	3	S
87.0812905738	305.725	21771	show_letter	to_remember	X	3	3	X
88.5220881005	305.95	22132	show_letter	to_ignore	C	3	3	gC
89.9638856255	305.975	22492	show_letter	to_ignore	Q	3	3	gQ
91.4056831504	305.95	22852	show_letter	to_ignore	R	3	3	gR
92.8474806754	804.375	23213	show_dash	work_memory	-	3	3	WM
96.2828747782	305.95	24072	show_letter	probe_target	S	3	3	rS
97.5092726729	0.0	24378	right_click	remembered_correct	n/a	3	3	1
97.9093719861	0.0	24478	sound_beep	feedback_correct	n/a	3	3	correct
100.6997671961	0.0	25176	left_click	indicate_ready	n/a	3	3	255
100.7252671523	1257.025	25182	show_cross	fixate	+	4	7	nonWM
105.9714581466	305.95	26494	show_letter	to_ignore	Q	4	7	gQ
107.4132556716	305.7	26854	show_letter	to_remember	P	4	7	P
108.8539531985	305.975	27214	show_letter	to_remember	H	4	7	H
110.2957507234	306.0	27575	show_letter	to_remember	R	4	7	R
111.7375482484	305.95	27935	show_letter	to_remember	X	4	7	X
113.1793457734	305.7	28296	show_letter	to_remember	C	4	7	C
114.6201433001	305.95	28656	show_letter	to_remember	S	4	7	S
116.0619408251	305.95	29016	show_letter	to_remember	V	4	7	V
117.5036383503	741.65	29377	show_dash	work_memory	-	4	7	WM
120.6882328835	305.95	30173	show_letter	probe_not_shown	Z	4	7	rZ
124.7997258257	0.0	31201	left_click	ignored_correct	n/a	4	7	255
125.1998251389	0.0	31301	sound_beep	feedback_correct	n/a	4	7	correct
127.4365212993	0.0	31860	right_click	indicate_ready	n/a	4	7	1
127.4601212588	1257.075	31866	show_cross	fixate	+	5	5	nonWM
132.7064122529	305.925	33178	show_letter	to_remember	V	5	5	V
134.1481097781	305.7	33538	show_letter	to_ignore	C	5	5	gC
135.5889073048	305.95	33898	show_letter	to_ignore	H	5	5	gH
137.0307048298	305.95	34259	show_letter	to_remember	M	5	5	M
138.4725023548	305.95	34619	show_letter	to_ignore	D	5	5	gD
139.9132998815	305.95	34979	show_letter	to_remember	Q	5	5	Q
141.3549974066	305.975	35340	show_letter	to_remember	Z	5	5	Z
142.7967949316	305.95	35700	show_letter	to_remember	Y	5	5	Y
144.2385924566	946.85	36061	show_dash	work_memory	-	5	5	WM
