onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
5.268	1257.05	1318	show_cross	fixate	+	1	7	nonWM
10.5143070046	305.925	2630	show_letter	to_remember	Z	1	7	Z
11.9559089293	305.725	2990	show_letter	to_remember	X	1	7	X
13.396710853	305.95	3350	show_letter	to_remember	S	1	7	S
14.838512778	305.975	3711	show_letter	to_remember	Y	1	7	Y
16.280314703	305.95	4071	show_letter	to_remember	C	1	7	C
17.7211166267	305.95	4431	show_letter	to_remember	V	1	7	V
19.1629185517	305.95	4792	show_letter	to_remember	T	1	7	T
20.6046204766	305.95	5152	show_letter	to_ignore	W	1	7	gW
22.0464224016	645.15	5513	show_dash	work_memory	-	1	7	WM
24.8450261381	201.225	6212	show_letter	probe_target	V	1	7	rV
25.6328271899	0.0	6409	right_click	remembered_correct	n/a	1	7	1
26.0329277241	0.0	6509	sound_beep	feedback_correct	n/a	1	7	correct
27.742030006	0.0	6937	left_click	indicate_ready	n/a	1	7	255
27.7615300321	1257.075	6941	show_cross	fixate	+	2	7	nonWM
33.0077370365	305.975	8253	show_letter	to_remember	F	2	7	F
34.4495389615	305.975	8613	show_letter	to_remember	M	2	7	M
35.8913408865	305.975	8974	show_letter	to_remember	B	2	7	B
37.3331428115	305.7	9334	show_letter	to_ignore	N	2	7	gN
38.7739447352	305.95	9694	show_letter	to_remember	L	2	7	L
40.2157466602	305.975	10055	show_letter	to_remember	X	2	7	X
41.6575485852	305.95	10415	show_letter	to_remember	J	2	7	J
43.0982505088	305.975	10776	show_letter	to_remember	Y	2	7	Y
44.5400524338	880.125	11136	show_dash	work_memory	-	2	7	WM
48.2785574252	284.95	12071	show_letter	probe_not_shown	P	2	7	rP
49.387658906	0.0	12348	left_click	ignored_correct	n/a	2	7	255
49.7877594402	0.0	12448	sound_beep	feedback_correct	n/a	2	7	correct
55.5570671431	0.0	13890	right_click	indicate_ready	n/a	2	7	1
55.5865671824	1257.025	13898	show_cross	fixate	+	3	3	nonWM
60.8326741867	305.975	15209	show_letter	to_ignore	R	3	3	gR
62.2743761116	305.975	15570	show_letter	to_ignore	X	3	3	gX
63.7151780353	305.975	15930	show_letter	to_remember	S	3	3	S
65.1569799603	305.95	16290	show_letter	to_remember	P	3	3	P
66.5987818853	305.95	16651	show_letter	to_remember	N	3	3	N
68.0405838103	305.7	17011	show_letter	to_ignore	D	3	3	gD
69.481385734	305.95	17371	show_letter	to_ignore	G	3	3	gG
70.9230876589	305.975	17732	show_letter	to_ignore	J	3	3	gJ
72.364989584	691.375	18092	show_dash	work_memory	-	3	3	WM
75.3485935676	217.925	18838	show_letter	probe_not_shown	M	3	3	rM
76.2009947056	0.0	19051	left_click	ignored_correct	n/a	3	3	255
76.6010952398	0.0	19151	sound_beep	feedback_correct	n/a	3	3	correct
81.236701429	0.0	20310	right_click	indicate_ready	n/a	3	3	1
81.2656014676	1257.1	20317	show_cross	fixate	+	4	3	nonWM
86.5119084722	305.925	21629	show_letter	to_ignore	D	4	3	gD
87.9536103971	305.7	21989	show_letter	to_ignore	V	4	3	gV
89.3944123207	305.95	22350	show_letter	to_remember	G	4	3	G
90.8361142456	305.975	22710	show_letter	to_ignore	H	4	3	gH
92.2779161706	305.7	23070	show_letter	to_ignore	P	4	3	gP
93.7187180943	305.95	23431	show_letter	to_ignore	J	4	3	gJ
95.1605200193	305.95	23791	show_letter	to_remember	M	4	3	M
96.6023219443	305.95	24152	show_letter	to_remember	Z	4	3	Z
98.0441238693	586.65	24512	show_dash	work_memory	-	4	3	WM
100.6087272934	179.975	25153	show_letter	probe_not_shown	Y	4	3	rY
101.3007282174	0.0	25326	left_click	ignored_correct	n/a	4	3	255
101.7008287515	0.0	25426	sound_beep	feedback_correct	n/a	4	3	correct
102.5135298366	0.0	25629	right_click	indicate_ready	n/a	4	3	1
102.5354298659	1257.3	25635	show_cross	fixate	+	5	7	nonWM
107.7826368716	305.7	26947	show_letter	to_remember	Y	5	7	Y
109.2234387953	305.95	27307	show_letter	to_ignore	W	5	7	gW
110.6652407203	305.975	27667	show_letter	to_remember	S	5	7	S
112.1069426452	305.95	28028	show_letter	to_remember	J	5	7	J
113.5477445689	305.95	28388	show_letter	to_remember	P	5	7	P
114.9895464939	305.95	28748	show_letter	to_remember	C	5	7	C
116.4313484189	305.95	29109	show_letter	to_remember	D	5	7	D
117.8731503439	305.7	29469	show_letter	to_remember	K	5	7	K
119.3138522674	884.375	29829	show_dash	work_memory	-	5	7	WM
123.0693572816	171.725	30768	show_letter	probe_target	C	5	7	rC
123.737758174	0.0	30935	right_click	remembered_correct	n/a	5	7	1
124.1378587082	0.0	31035	sound_beep	feedback_correct	n/a	5	7	correct
127.4289631023	0.0	31858	left_click	indicate_ready	n/a	5	7	255
127.4606631446	1257.075	31866	show_cross	fixate	+	6	5	nonWM
132.706870149	305.975	33178	show_letter	to_ignore	Z	6	5	gZ
134.148672074	305.95	33538	show_letter	to_remember	W	6	5	W
135.5894739977	305.95	33898	show_letter	to_ignore	T	6	5	gT
137.0312759227	305.95	34259	show_letter	to_remember	R	6	5	R
138.4729778476	305.975	34619	show_letter	to_remember	H	6	5	H
