onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
3.496	1257.05	875	show_cross	fixate	+	1	7	nonWM
8.7421769854	305.95	2187	show_letter	to_remember	M	1	7	M
10.1838706608	305.975	2547	show_letter	to_ignore	Q	1	7	gQ
11.6246643402	305.95	2907	show_letter	to_remember	W	1	7	W
13.0664580152	305.95	3268	show_letter	to_remember	B	1	7	B
14.5082516901	305.95	3628	show_letter	to_remember	Z	1	7	Z
15.9500453651	305.7	3989	show_letter	to_remember	D	1	7	D
17.3907390449	305.975	4349	show_letter	to_remember	R	1	7	R
18.8325327198	306.0	4709	show_letter	to_remember	L	1	7	L
20.2743263948	770.9	5070	show_dash	work_memory	-	1	7	WM
23.5758119114	184.475	5895	show_letter	probe_not_shown	Y	1	7	rY
24.2923087682	0.0	6074	left_click	ignored_correct	n/a	1	7	255
24.692407013	0.0	6174	sound_beep	feedback_correct	n/a	1	7	correct
26.1642005564	0.0	6542	left_click	indicate_ready	n/a	1	7	255
26.1914004371	1257.1	6549	show_cross	fixate	+	2	3	nonWM
31.4375774225	305.95	7860	show_letter	to_remember	P	2	3	P
32.8783711019	305.95	8221	show_letter	to_ignore	K	2	3	gK
34.3201647768	305.95	8581	show_letter	to_remember	B	2	3	B
35.7619584518	305.95	8941	show_letter	to_ignore	Y	2	3	gY
37.2037521268	305.7	9302	show_letter	to_remember	D	2	3	D
38.6444458065	305.975	9662	show_letter	to_ignore	M	2	3	gM
40.0862394815	305.95	10023	show_letter	to_ignore	C	2	3	gC
41.528133156	305.925	10383	show_letter	to_ignore	F	2	3	gF
42.9698268314	783.375	10743	show_dash	work_memory	-	2	3	WM
46.3213121287	155.225	11581	show_letter	probe_target	P	2	3	rP
46.9135095308	0.0	11729	right_click	remembered_correct	n/a	2	3	1
47.3137077752	0.0	11829	sound_beep	feedback_correct	n/a	2	3	correct
47.9418050198	0.0	11986	left_click	indicate_ready	n/a	2	3	255
47.9640049224	1257.325	11992	show_cross	fixate	+	3	5	nonWM
53.2101819078	305.975	13304	show_letter	to_remember	V	3	5	V
54.6519755828	305.95	13664	show_letter	to_ignore	C	3	5	gC
56.0937692577	305.95	14024	show_letter	to_ignore	H	3	5	gH
57.5355629327	305.7	14385	show_letter	to_remember	M	3	5	M
58.9763566121	305.95	14745	show_letter	to_ignore	D	3	5	gD
60.418150287	305.95	15106	show_letter	to_remember	Q	3	5	Q
61.859943962	305.95	15466	show_letter	to_remember	Z	3	5	Z
63.3016376374	305.7	15826	show_letter	to_remember	Y	3	5	Y
64.7424313167	947.1	16187	show_dash	work_memory	-	3	5	WM
68.7488137411	175.975	17188	show_letter	probe_not_shown	J	3	5	rJ
69.4295107549	0.0	17358	left_click	ignored_correct	n/a	3	5	255
69.8296089997	0.0	17458	sound_beep	feedback_correct	n/a	3	5	correct
71.1696031212	0.0	17793	right_click	indicate_ready	n/a	3	5	1
71.1954030081	1257.3	17800	show_cross	fixate	+	4	5	nonWM
76.4426799887	305.675	19112	show_letter	to_remember	R	4	5	R
77.8833736685	305.975	19472	show_letter	to_remember	C	4	5	C
79.3251673434	305.95	19832	show_letter	to_ignore	X	4	5	gX
80.767061018	305.925	20193	show_letter	to_remember	H	4	5	H
82.2087546934	305.7	20553	show_letter	to_remember	N	4	5	N
83.6494483731	305.975	20913	show_letter	to_remember	P	4	5	P
85.0912420481	305.975	21274	show_letter	to_ignore	M	4	5	gM
86.5330357231	305.95	21634	show_letter	to_ignore	L	4	5	gL
87.9738294024	787.875	21994	show_dash	work_memory	-	4	5	WM
91.3433146208	209.475	22837	show_letter	probe_target	P	4	5	rP
92.1564110538	0.0	23040	left_click	ignored_incorrect	n/a	4	5	255
92.5565092986	0.0	23140	sound_buzz	feedback_incorrect	n/a	4	5	wrong
95.3465970587	0.0	23838	right_click	indicate_ready	n/a	4	5	1
95.3656969749	1257.3	23842	show_cross	fixate	+	5	5	nonWM
100.6128739559	305.7	25154	show_letter	to_ignore	H	5	5	gH
102.0536676353	305.95	25514	show_letter	to_remember	T	5	5	T
103.4954613103	305.95	25875	show_letter	to_remember	X	5	5	X
104.9373549848	305.9	26235	show_letter	to_remember	V	5	5	V
106.3789486606	305.7	26596	show_letter	to_ignore	F	5	5	gF
107.81974234	305.95	26956	show_letter	to_remember	K	5	5	K
109.2615360149	305.975	27316	show_letter	to_ignore	C	5	5	gC
110.7033296899	305.95	27677	show_letter	to_remember	G	5	5	G
112.1439233701	532.45	28037	show_dash	work_memory	-	5	5	WM
114.490713075	268.2	28624	show_letter	probe_target	X	5	5	rX
115.5425084608	0.0	28887	right_click	remembered_correct	n/a	5	5	1
115.9426067056	0.0	28987	sound_beep	feedback_correct	n/a	5	5	correct
119.7082901859	0.0	29928	left_click	indicate_ready	n/a	5	5	255
119.737890056	1257.05	29935	show_cross	fixate	+	6	5	nonWM
124.9840670414	305.95	31247	show_letter	to_remember	T	6	5	T
126.4258607164	305.7	31607	show_letter	to_remember	Y	6	5	Y
127.8666543958	305.95	31968	show_letter	to_remember	K	6	5	K
129.3084480707	305.975	32328	show_letter	to_remember	Z	6	5	Z
130.7502417457	305.95	32689	show_letter	to_remember	F	6	5	F
132.1909354255	305.975	33049	show_letter	to_ignore	Q	6	5	gQ
133.6327291004	305.95	33409	show_letter	to_ignore	G	6	5	gG
135.0745227754	305.95	33770	show_letter	to_ignore	W	6	5	gW
136.5163164504	921.85	34130	show_dash	work_memory	-	6	5	WM
140.4216993178	213.725	35106	show_letter	probe_not_shown	L	6	5	rL
141.2488956889	0.0	35313	left_click	ignored_correct	n/a	6	5	255
141.6489939337	0.0	35413	sound_beep	feedback_correct	n/a	6	5	correct
143.4108862044	0.0	35854	right_click	indicate_ready	n/a	6	5	1
143.4381860847	1257.325	35861	show_cross	fixate	+	7	7	nonWM
148.6843630701	305.975	37172	show_letter	to_remember	H	7	7	H
150.1261567451	305.95	37533	show_letter	to_remember	D	7	7	D
151.56795042	305.95	37893	show_letter	to_remember	W	7	7	W
153.009744095	305.7	38253	show_letter	to_remember	Y	7	7	Y
154.4505377744	305.95	38614	show_letter	to_ignore	K	7	7	gK
155.8923314493	305.95	38974	show_letter	to_remember	P	7	7	P
157.3341251243	305.925	39335	show_letter	to_remember	X	7	7	X
158.7758187997	305.7	39695	show_letter	to_remember	V	7	7	V
160.216612479	783.625	40055	show_dash	work_memory	-	7	7	WM
163.5690977719	226.225	40893	show_letter	probe_target	X	7	7	rX
164.4504939053	0.0	41114	right_click	remembered_correct	n/a	7	7	1
164.8506921497	0.0	41214	sound_beep	feedback_correct	n/a	7	7	correct
166.2697859242	0.0	41568	left_click	indicate_ready	n/a	7	7	255
166.3016857843	1257.05	41576	show_cross	fixate	+	8	3	nonWM
171.5479627693	305.925	42888	show_letter	to_remember	V	8	3	V
172.9896564447	305.7	43248	show_letter	to_ignore	W	8	3	gW
174.4303501245	305.975	43609	show_letter	to_ignore	S	8	3	gS
175.8721437995	305.975	43969	show_letter	to_remember	R	8	3	R
177.3139374744	305.95	44329	show_letter	to_ignore	B	8	3	gB
178.7547311538	305.95	44690	show_letter	to_remember	N	8	3	N
180.1965248287	305.95	45050	show_letter	to_ignore	P	8	3	gP
181.6383185037	305.95	45411	show_letter	to_ignore	Z	8	3	gZ
183.0801121787	967.85	45771	show_dash	work_memory	-	8	3	WM
187.1693942393	263.975	46793	show_letter	probe_not_shown	X	8	3	rX
188.2048896967	0.0	47052	left_click	ignored_correct	n/a	8	3	255
188.6049879415	0.0	47152	sound_beep	feedback_correct	n/a	8	3	correct
189.8922822942	0.0	47474	right_click	indicate_ready	n/a	8	3	1
